2025-08-16 16:51:50,443 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms_1.png
2025-08-16 16:52:28,057 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:52:28,316 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:52:28,644 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:52:28,799 | INFO | plot_window | Window 0.00-10.00s A%=0.0 B%=0.0
2025-08-16 16:52:29,008 | INFO | plot_window | Saved plot_window -> figures/S01_eeg_audio_0ms_10000ms.png
2025-08-16 16:52:29,699 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:52:29,955 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:52:30,119 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:52:30,939 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:52:31,172 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:52:31,338 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:52:31,481 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 16:52:31,510 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.000, B%=0.000
2025-08-16 16:52:31,718 | INFO | plot_eeg_and_audio | Saved plot_eeg_and_audio -> figures/eeg_audio_5000ms_15000ms.png
2025-08-16 16:52:31,940 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:52:31,941 | INFO | get_audio_signal | Concatenated 60 trials for stream A
2025-08-16 16:52:32,144 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:52:32,145 | INFO | get_audio_signal | Concatenated 60 trials for stream B
2025-08-16 16:57:48,218 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms_1.png
2025-08-16 16:57:48,219 | INFO | get_audio_signal | Concatenated 2 trials for stream A
2025-08-16 16:57:48,219 | INFO | get_audio_signal | Concatenated 2 trials for stream B
2025-08-16 16:57:48,905 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:57:49,608 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:57:49,848 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:57:50,287 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:57:51,046 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:57:51,287 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:57:51,562 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:57:51,718 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 16:57:51,733 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.566, B%=0.433
2025-08-16 16:57:52,385 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:57:52,625 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:57:52,910 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:57:53,112 | INFO | plot_window | Window 0.00-10.00s A%=0.0 B%=99.8
2025-08-16 16:57:53,295 | INFO | plot_window | Saved plot_window -> figures/S01_eeg_audio_0ms_10000ms_1.png
2025-08-16 16:57:53,962 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:57:54,203 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:57:54,465 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:57:55,343 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:57:55,559 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:57:55,699 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:57:55,810 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 16:57:55,824 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.566, B%=0.433
2025-08-16 16:57:56,004 | INFO | plot_eeg_and_audio | Saved plot_eeg_and_audio -> figures/eeg_audio_5000ms_15000ms_1.png
2025-08-16 16:57:56,223 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:57:56,223 | INFO | get_audio_signal | Concatenated 60 trials for stream A
2025-08-16 16:57:56,445 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:57:56,445 | INFO | get_audio_signal | Concatenated 60 trials for stream B
2025-08-16 16:59:16,245 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms_2.png
2025-08-16 16:59:16,246 | INFO | get_audio_signal | Concatenated 2 trials for stream A
2025-08-16 16:59:16,246 | INFO | get_audio_signal | Concatenated 2 trials for stream B
2025-08-16 16:59:16,255 | INFO | eeg_and_attended_envelope | eeg_and_attended_envelope -> EEG (2000, 32), ENV (2000,)
2025-08-16 16:59:16,891 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:59:17,482 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:59:17,673 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:59:17,782 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:59:18,458 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:59:18,648 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:59:18,739 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:59:18,839 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 16:59:18,853 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.566, B%=0.433
2025-08-16 16:59:19,440 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:59:19,633 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:59:19,781 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:59:19,922 | INFO | plot_window | Window 0.00-10.00s A%=0.0 B%=99.8
2025-08-16 16:59:20,099 | INFO | plot_window | Saved plot_window -> figures/S01_eeg_audio_0ms_10000ms_2.png
2025-08-16 16:59:20,691 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:59:20,876 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:59:20,984 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:59:21,681 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 16:59:21,873 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:59:21,980 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 16:59:22,085 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 16:59:22,100 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.566, B%=0.433
2025-08-16 16:59:22,275 | INFO | plot_eeg_and_audio | Saved plot_eeg_and_audio -> figures/eeg_audio_5000ms_15000ms_2.png
2025-08-16 16:59:22,472 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:59:22,473 | INFO | get_audio_signal | Concatenated 60 trials for stream A
2025-08-16 16:59:22,667 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 16:59:22,667 | INFO | get_audio_signal | Concatenated 60 trials for stream B
2025-08-16 17:02:00,033 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms.png
2025-08-16 17:02:00,035 | INFO | get_audio_signal | Concatenated 2 trials for stream A
2025-08-16 17:02:00,035 | INFO | get_audio_signal | Concatenated 2 trials for stream B
2025-08-16 17:02:00,049 | INFO | eeg_and_attended_envelope | eeg_and_attended_envelope -> EEG (2000, 32), ENV (2000,)
2025-08-16 17:02:01,335 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:02:02,452 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:02:02,963 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:02:03,565 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:02:05,115 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:02:05,605 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:02:06,179 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:02:06,686 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 17:02:06,744 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.566, B%=0.433
2025-08-16 17:02:07,900 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:02:08,378 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:02:09,087 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:02:09,696 | INFO | plot_window | Window 0.00-10.00s A%=0.0 B%=99.8
2025-08-16 17:02:09,936 | INFO | plot_window | Saved plot_window -> figures/S01_eeg_audio_0ms_10000ms.png
2025-08-16 17:02:11,126 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:02:11,666 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:02:12,250 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:02:13,805 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:02:14,348 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:02:15,008 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:02:15,561 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 17:02:15,684 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.566, B%=0.433
2025-08-16 17:02:16,050 | INFO | plot_eeg_and_audio | Saved plot_eeg_and_audio -> figures/eeg_audio_5000ms_15000ms.png
2025-08-16 17:02:16,639 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:02:16,644 | INFO | get_audio_signal | Concatenated 60 trials for stream A
2025-08-16 17:02:17,160 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:02:17,164 | INFO | get_audio_signal | Concatenated 60 trials for stream B
2025-08-16 17:03:23,020 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms.png
2025-08-16 17:03:23,021 | INFO | get_audio_signal | Concatenated 2 trials for stream A
2025-08-16 17:03:23,021 | INFO | get_audio_signal | Concatenated 2 trials for stream B
2025-08-16 17:03:23,032 | INFO | eeg_and_attended_envelope | eeg_and_attended_envelope -> EEG (2000, 32), ENV (2000,)
2025-08-16 17:03:23,673 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:03:24,263 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:03:24,455 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:03:24,569 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:03:25,248 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:03:25,433 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:03:25,527 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:03:25,625 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 17:03:25,640 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.000, B%=0.000
2025-08-16 17:03:26,242 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:03:26,435 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:03:26,536 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:03:26,640 | INFO | plot_window | Window 0.00-10.00s A%=0.0 B%=0.0
2025-08-16 17:03:26,843 | INFO | plot_window | Saved plot_window -> figures/S01_eeg_audio_0ms_10000ms.png
2025-08-16 17:03:27,444 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:03:27,648 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:03:27,754 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:03:28,436 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:03:28,635 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:03:28,731 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:03:28,827 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 17:03:28,841 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.000, B%=0.000
2025-08-16 17:03:29,019 | INFO | plot_eeg_and_audio | Saved plot_eeg_and_audio -> figures/eeg_audio_5000ms_15000ms.png
2025-08-16 17:03:29,232 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:03:29,233 | INFO | get_audio_signal | Concatenated 60 trials for stream A
2025-08-16 17:03:29,430 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:03:29,431 | INFO | get_audio_signal | Concatenated 60 trials for stream B
2025-08-16 17:05:13,351 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms_1.png
2025-08-16 17:05:13,352 | INFO | get_audio_signal | Concatenated 2 trials for stream A
2025-08-16 17:05:13,352 | INFO | get_audio_signal | Concatenated 2 trials for stream B
2025-08-16 17:05:13,361 | INFO | eeg_and_attended_envelope | eeg_and_attended_envelope -> EEG (2000, 32), ENV (2000,)
2025-08-16 17:05:14,003 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:05:14,604 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:05:14,788 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:05:14,901 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:05:15,589 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:05:15,774 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:05:15,867 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:05:15,967 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 17:05:15,981 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-16 17:05:16,582 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:05:16,770 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:05:16,866 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:05:17,004 | INFO | plot_window | Window 0.00-10.00s A%=0.0 B%=100.0
2025-08-16 17:05:17,181 | INFO | plot_window | Saved plot_window -> figures/S01_eeg_audio_0ms_10000ms_1.png
2025-08-16 17:05:17,785 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:05:17,981 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:05:18,084 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:05:18,780 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:05:18,967 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:05:19,076 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:05:19,173 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 17:05:19,187 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-16 17:05:19,369 | INFO | plot_eeg_and_audio | Saved plot_eeg_and_audio -> figures/eeg_audio_5000ms_15000ms_1.png
2025-08-16 17:05:19,579 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:05:19,580 | INFO | get_audio_signal | Concatenated 60 trials for stream A
2025-08-16 17:05:19,796 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:05:19,797 | INFO | get_audio_signal | Concatenated 60 trials for stream B
2025-08-16 17:10:46,165 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms_2.png
2025-08-16 17:10:46,166 | INFO | get_audio_signal | Concatenated 2 trials for stream A
2025-08-16 17:10:46,166 | INFO | get_audio_signal | Concatenated 2 trials for stream B
2025-08-16 17:10:46,175 | INFO | eeg_and_attended_envelope | eeg_and_attended_envelope -> EEG (2000, 32), ENV (2000,)
2025-08-16 17:10:46,821 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:10:47,419 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:10:47,615 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:10:47,925 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:10:48,610 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:10:48,795 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:10:48,969 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:10:49,072 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-08-16 17:10:49,086 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-08-16 17:10:49,689 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:10:49,877 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:10:50,110 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:10:50,217 | INFO | plot_window | Window 0.00-10.00s A%=0.0 B%=100.0
2025-08-16 17:10:50,417 | INFO | plot_window | Saved plot_window -> figures/S01_eeg_audio_0ms_10000ms_2.png
2025-08-16 17:10:51,035 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:10:51,228 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:10:51,352 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:10:52,062 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Documents/FYP/AAD/Notebooks/Dataset/DATA_preproc/S1_data_preproc.mat
2025-08-16 17:10:52,255 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-08-16 17:10:52,358 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-08-16 17:10:52,464 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
